,x_value,y_value,z_value
0,-0.1,4500000000.0,-70.84810054291417
1,-0.1,4501666666.7,-66.95174438198163
2,-0.1,4503333333.3,-66.92485317418299
3,-0.1,4505000000.0,-69.81398079273193
4,-0.1,4506666666.7,-69.39921512622631
5,-0.1,4508333333.3,-66.25574891236893
6,-0.1,4510000000.0,-65.42319543411134
7,-0.1,4511666666.7,-66.51039320490705
8,-0.1,4513333333.3,-67.64224038395565
9,-0.1,4515000000.0,-67.29487298325681
10,-0.1,4516666666.7,-64.70075615564551
11,-0.1,4518333333.3,-68.1140681090268
12,-0.1,4520000000.0,-68.06350290935481
13,-0.1,4521666666.7,-62.91770146853095
14,-0.1,4523333333.3,-66.77040452257305
15,-0.1,4525000000.0,-62.77938626545144
16,-0.1,4526666666.7,-67.01495752527664
17,-0.1,4528333333.3,-66.26918345711046
18,-0.1,4530000000.0,-67.37781394226224
19,-0.1,4531666666.7,-68.71046446972294
20,-0.1,4533333333.3,-64.7726227765513
21,-0.1,4535000000.0,-65.89523328677302
22,-0.1,4536666666.7,-66.83087998552537
23,-0.1,4538333333.3,-67.51492758496583
24,-0.1,4540000000.0,-68.2895066774214
25,-0.1,4541666666.7,-67.38473075324299
26,-0.1,4543333333.3,-65.91060121502363
27,-0.1,4545000000.0,-64.13175991207231
28,-0.1,4546666666.7,-67.36289416336875
29,-0.1,4548333333.3,-68.24506330121791
30,-0.1,4550000000.0,-69.01659601883226
31,-0.1,4551666666.7,-66.11098469408898
32,-0.1,4553333333.3,-66.07373232251261
33,-0.1,4555000000.0,-64.74179123753191
34,-0.1,4556666666.7,-64.64103882827249
35,-0.1,4558333333.3,-61.46000783805025
36,-0.1,4560000000.0,-64.47565770881488
37,-0.1,4561666666.7,-67.2354484376561
38,-0.1,4563333333.3,-67.03374696217534
39,-0.1,4565000000.0,-67.85201712284221
40,-0.1,4566666666.7,-66.89970013368006
41,-0.1,4568333333.3,-67.47351367326925
42,-0.1,4570000000.0,-65.66937636568345
43,-0.1,4571666666.7,-66.8685514466531
44,-0.1,4573333333.3,-67.74642179356026
45,-0.1,4575000000.0,-67.2812908453646
46,-0.1,4576666666.7,-65.27224547320833
47,-0.1,4578333333.3,-67.88075621274335
48,-0.1,4580000000.0,-64.73442747416883
49,-0.1,4581666666.7,-64.50291307463192
50,-0.1,4583333333.3,-69.29467576525388
51,-0.1,4585000000.0,-65.89124367327189
52,-0.1,4586666666.7,-67.0884566930126
53,-0.1,4588333333.3,-65.84742385985373
54,-0.1,4590000000.0,-68.10867317628083
55,-0.1,4591666666.7,-64.75435205011622
56,-0.1,4593333333.3,-65.30271286530429
57,-0.1,4595000000.0,-65.06593447412186
58,-0.1,4596666666.7,-64.97434805346214
59,-0.1,4598333333.3,-67.22511996954437
60,-0.1,4600000000.0,-68.94100521442772
61,-0.1,4601666666.7,-70.75540096029056
62,-0.1,4603333333.3,-68.3954781809709
63,-0.1,4605000000.0,-65.9294103499642
64,-0.1,4606666666.7,-67.03760483445782
65,-0.1,4608333333.3,-64.78181436368938
66,-0.1,4610000000.0,-66.31670317592908
67,-0.1,4611666666.7,-65.28399193226045
68,-0.1,4613333333.3,-64.49741534506303
69,-0.1,4615000000.0,-63.81252013995601
70,-0.1,4616666666.7,-64.89480930881682
71,-0.1,4618333333.3,-63.50959775532498
72,-0.1,4620000000.0,-64.47413130494617
73,-0.1,4621666666.7,-64.01885588493406
74,-0.1,4623333333.3,-62.76508800586776
75,-0.1,4625000000.0,-66.41681216540941
76,-0.1,4626666666.7,-65.55441502876103
77,-0.1,4628333333.3,-65.81464226570242
78,-0.1,4630000000.0,-66.20245926144649
79,-0.1,4631666666.7,-64.5618641377974
80,-0.1,4633333333.3,-64.79045547240793
81,-0.1,4635000000.0,-65.17594893624867
82,-0.1,4636666666.7,-65.30952641815634
83,-0.1,4638333333.3,-63.395386391500764
84,-0.1,4640000000.0,-64.8487276699298
85,-0.1,4641666666.7,-66.30806498303829
86,-0.1,4643333333.3,-64.00776962211847
87,-0.1,4645000000.0,-65.3917977328955
88,-0.1,4646666666.7,-62.18072043382955
89,-0.1,4648333333.3,-65.40821188730308
90,-0.1,4650000000.0,-66.30578665761502
91,-0.1,4651666666.7,-65.167166915038
92,-0.1,4653333333.3,-65.82637764031494
93,-0.1,4655000000.0,-69.11184825926378
94,-0.1,4656666666.7,-65.90775604195395
95,-0.1,4658333333.3,-66.88551267186392
96,-0.1,4660000000.0,-66.91268982549045
97,-0.1,4661666666.7,-67.17848573347392
98,-0.1,4663333333.3,-67.09369425762864
99,-0.1,4665000000.0,-62.549073954146586
100,-0.1,4666666666.7,-66.66088906369411
101,-0.1,4668333333.3,-69.24848072968766
102,-0.1,4670000000.0,-65.06878355320458
103,-0.1,4671666666.7,-66.36309863576277
104,-0.1,4673333333.3,-68.22358044917846
105,-0.1,4675000000.0,-65.06673463429398
106,-0.1,4676666666.7,-64.78821544535815
107,-0.1,4678333333.3,-67.11761640296676
108,-0.1,4680000000.0,-66.45931731018035
109,-0.1,4681666666.7,-64.82931883850236
110,-0.1,4683333333.3,-67.5001167650542
111,-0.1,4685000000.0,-67.5641536782006
112,-0.1,4686666666.7,-67.75248271153926
113,-0.1,4688333333.3,-64.6676595725101
114,-0.1,4690000000.0,-70.01774891179923
115,-0.1,4691666666.7,-66.43900258794297
116,-0.1,4693333333.3,-66.31238048265766
117,-0.1,4695000000.0,-67.58897497083893
118,-0.1,4696666666.7,-65.04520355748907
119,-0.1,4698333333.3,-65.69198503235242
120,-0.1,4700000000.0,-68.18766093757093
121,-0.1,4701666666.7,-65.16460155560436
122,-0.1,4703333333.3,-64.9508742994762
123,-0.1,4705000000.0,-64.47586955941085
124,-0.1,4706666666.7,-66.73585070601929
125,-0.1,4708333333.3,-67.97856660300666
126,-0.1,4710000000.0,-69.59199436460611
127,-0.1,4711666666.7,-63.32243831755737
128,-0.1,4713333333.3,-67.0730088359869
129,-0.1,4715000000.0,-65.00090217018194
130,-0.1,4716666666.7,-65.54957111112768
131,-0.1,4718333333.3,-68.70750023797461
132,-0.1,4720000000.0,-63.12005234970162
133,-0.1,4721666666.7,-64.21522721197393
134,-0.1,4723333333.3,-62.7884005307334
135,-0.1,4725000000.0,-62.63524003165025
136,-0.1,4726666666.7,-64.33157543854499
