,x_value,y_value,z_value
0,-0.1,4800000000,-72.48268696794193
1,-0.1,4801000000,-67.15649769370162
2,-0.1,4802000000,-70.27249879403779
3,-0.1,4803000000,-78.8785683308708
4,-0.1,4804000000,-74.08586726286303
5,-0.1,4805000000,-73.3840005685124
6,-0.1,4806000000,-68.43538294503315
7,-0.1,4807000000,-74.09302460199552
8,-0.1,4808000000,-75.29455585183845
9,-0.1,4809000000,-70.50975835584609
10,-0.1,4810000000,-69.65812126223307
11,-0.1,4811000000,-71.00417612459103
12,-0.1,4812000000,-77.25530920353695
13,-0.1,4813000000,-73.94479032993803
14,-0.1,4814000000,-72.69317915570382
15,-0.1,4815000000,-72.26910953808228
16,-0.1,4816000000,-74.22751029375776
17,-0.1,4817000000,-68.15079965165619
18,-0.1,4818000000,-74.12514945895938
19,-0.1,4819000000,-66.30178465866189
20,-0.1,4820000000,-65.690560479125
21,-0.1,4821000000,-74.13473501535529
22,-0.1,4822000000,-73.87450095009007
23,-0.1,4823000000,-67.35739522319231
24,-0.1,4824000000,-74.28383318206686
25,-0.1,4825000000,-81.4088882839844
26,-0.1,4826000000,-83.88297037763806
27,-0.1,4827000000,-69.87963177859291
28,-0.1,4828000000,-82.61787793746079
29,-0.1,4829000000,-69.87792929176022
30,-0.1,4830000000,-68.44797229477048
31,-0.1,4831000000,-69.48295952091807
32,-0.1,4832000000,-75.76285932839485
33,-0.1,4833000000,-70.93191999461928
34,-0.1,4834000000,-70.34893912245919
35,-0.1,4835000000,-71.36714337413059
36,-0.1,4836000000,-70.51861342000296
37,-0.1,4837000000,-74.07083816116537
38,-0.1,4838000000,-91.09226982993867
39,-0.1,4839000000,-73.41873840081361
40,-0.1,4840000000,-68.29275148322677
41,-0.1,4841000000,-78.80971739665532
42,-0.1,4842000000,-66.24125505792817
43,-0.1,4843000000,-70.56539459315755
44,-0.1,4844000000,-73.17941826289254
45,-0.1,4845000000,-83.77006260608894
46,-0.1,4846000000,-81.9781577154445
47,-0.1,4847000000,-69.79570104183946
48,-0.1,4848000000,-76.39101806737342
49,-0.1,4849000000,-75.41742991018428
50,-0.1,4850000000,-72.84727690802988
51,-0.1,4851000000,-71.82594931297993
52,-0.1,4852000000,-66.0693307423735
53,-0.1,4853000000,-81.65484042758665
54,-0.1,4854000000,-66.71115830039543
55,-0.1,4855000000,-72.69461258318141
56,-0.1,4856000000,-69.55184756930335
57,-0.1,4857000000,-76.95804595498925
58,-0.1,4858000000,-70.32756283888385
59,-0.1,4859000000,-71.05696528567157
60,-0.1,4860000000,-69.1147453293131
61,-0.1,4861000000,-68.99303426555915
62,-0.1,4862000000,-78.07341689101689
63,-0.1,4863000000,-66.4086657540054
64,-0.1,4864000000,-67.37534496688467
65,-0.1,4865000000,-75.6553925047848
