,x_value,y_value,z_value
0,-0.1,4500000000.0,-70.63344985839792
1,-0.1,4501666666.7,-70.77140623979284
2,-0.1,4503333333.3,-65.78841265412942
3,-0.1,4505000000.0,-65.3221930026381
4,-0.1,4506666666.7,-66.52625308703614
5,-0.1,4508333333.3,-68.78781432950797
6,-0.1,4510000000.0,-68.64057395411041
7,-0.1,4511666666.7,-68.54791597492562
8,-0.1,4513333333.3,-65.4672179746484
9,-0.1,4515000000.0,-67.12021427256998
10,-0.1,4516666666.7,-65.1997702908284
11,-0.1,4518333333.3,-65.15286186352051
12,-0.1,4520000000.0,-64.32172578055082
13,-0.1,4521666666.7,-68.11339765240818
14,-0.1,4523333333.3,-63.785800336352175
15,-0.1,4525000000.0,-66.44850560047205
16,-0.1,4526666666.7,-67.97114315257213
17,-0.1,4528333333.3,-68.1295988592023
18,-0.1,4530000000.0,-65.70391906121179
19,-0.1,4531666666.7,-66.87993816853223
20,-0.1,4533333333.3,-64.45083426365072
21,-0.1,4535000000.0,-65.22137802012445
22,-0.1,4536666666.7,-64.64530372246563
23,-0.1,4538333333.3,-66.87617675689222
24,-0.1,4540000000.0,-66.11683619619363
25,-0.1,4541666666.7,-69.36090106411388
26,-0.1,4543333333.3,-67.74767638121565
27,-0.1,4545000000.0,-65.16107905617434
28,-0.1,4546666666.7,-65.3134426289021
29,-0.1,4548333333.3,-71.14049152115518
30,-0.1,4550000000.0,-68.56263037527124
31,-0.1,4551666666.7,-68.65811427351572
32,-0.1,4553333333.3,-66.6785601418182
33,-0.1,4555000000.0,-68.44086551397719
34,-0.1,4556666666.7,-67.40186007170594
35,-0.1,4558333333.3,-68.34091675179224
36,-0.1,4560000000.0,-67.70071810056864
37,-0.1,4561666666.7,-66.41479557372637
38,-0.1,4563333333.3,-68.56877458221541
39,-0.1,4565000000.0,-68.47617479210389
40,-0.1,4566666666.7,-66.16076160114
41,-0.1,4568333333.3,-64.71429685035321
42,-0.1,4570000000.0,-64.81213485751502
43,-0.1,4571666666.7,-65.68874281204461
44,-0.1,4573333333.3,-63.540966558282925
45,-0.1,4575000000.0,-68.10757570913307
46,-0.1,4576666666.7,-67.56543028279928
47,-0.1,4578333333.3,-66.20345020958618
48,-0.1,4580000000.0,-64.44657139026823
49,-0.1,4581666666.7,-68.02800501806088
50,-0.1,4583333333.3,-68.20302072835854
51,-0.1,4585000000.0,-69.47703244185182
52,-0.1,4586666666.7,-65.52725597662078
53,-0.1,4588333333.3,-65.08992377557335
54,-0.1,4590000000.0,-65.70070192550435
55,-0.1,4591666666.7,-67.7937811936086
56,-0.1,4593333333.3,-68.21712397172193
57,-0.1,4595000000.0,-65.22992755812277
58,-0.1,4596666666.7,-66.3892126578546
59,-0.1,4598333333.3,-67.69273545060776
60,-0.1,4600000000.0,-68.36379809125654
61,-0.1,4601666666.7,-65.61901003709961
62,-0.1,4603333333.3,-68.02139283293167
63,-0.1,4605000000.0,-62.722894624560794
64,-0.1,4606666666.7,-65.06287853081622
65,-0.1,4608333333.3,-63.95596999731124
66,-0.1,4610000000.0,-65.09960778055549
67,-0.1,4611666666.7,-68.02500245461545
68,-0.1,4613333333.3,-69.16127499652234
69,-0.1,4615000000.0,-67.31706045163695
70,-0.1,4616666666.7,-68.63966145555761
71,-0.1,4618333333.3,-67.58997837803025
72,-0.1,4620000000.0,-65.27000607054126
73,-0.1,4621666666.7,-64.34182037369078
74,-0.1,4623333333.3,-67.81542200538887
75,-0.1,4625000000.0,-66.62738052644387
76,-0.1,4626666666.7,-69.14300274506779
77,-0.1,4628333333.3,-64.2829621224172
78,-0.1,4630000000.0,-68.93658969436815
